Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
1667,1750682,"Ht Pine","2018-06-29 00:27:05",0.79211,57,del=82135f6edf3ed1b1
1668,1768095,Snorlax,"2018-06-22 00:00:32",0.79210,17,wythhh
1669,1780021,RMW,"2018-08-13 00:53:26",0.79209,48,"mariosco,richwkc,wafice"
1670,1776828,"David Riser","2018-08-11 18:06:45",0.79209,12,dmriser
1671,1819343,"Andras Palfi","2018-08-07 12:31:51",0.79209,24,andraspalfi
1672,1725180,top3,"2018-07-06 07:03:13",0.79209,26,"mrzxd666,pdeszhou"
1673,1700704,"Salil Gautam","2018-08-26 06:22:59",0.79209,50,salil007
1674,1697081,CarterMcClellan,"2018-08-21 01:37:38",0.79208,18,cartermcclellan
1675,1749657,"Matt Collins","2018-08-29 12:56:26",0.79208,23,mbcollins2
1676,1701505,naopiyo23,"2018-08-29 23:47:40",0.79208,17,fumifumi0510
1677,1731535,MetricEntropy,"2018-07-27 17:43:45",0.79208,6,metricentropy
1678,1760094,"Madhu Kiran Gudivada","2018-08-17 20:07:38",0.79208,9,madhukg
1679,1742775,"Francis Paul Flores","2018-08-29 09:38:03",0.79208,38,grosvenpaul
1680,1697150,SN,"2018-06-24 18:41:17",0.79208,2,stevenknguyen
1681,1716047,Krishnan,"2018-08-23 14:17:58",0.79206,25,krishnansailam
1682,1791315,AshishSinha,"2018-08-29 06:00:34",0.79206,22,ashishsinhaiitr
1683,1914995,DCern,"2018-08-27 21:09:18",0.79206,7,decern
1684,1808224,"Mikhail Artukhov","2018-08-16 20:02:26",0.79206,19,martukhov
1685,1998324,"Patrick DeKelly","2018-08-29 23:31:45",0.79206,17,valkling
1686,1951271,"Genyuan Xia","2018-08-29 12:09:36",0.79206,73,genyuan
1687,1698339,Excuses,"2018-08-28 09:48:38",0.79206,23,excuses
1688,1905235,wuforstudy,"2018-08-28 06:51:10",0.79206,18,jackstudy
1689,1837504,"Masaharu Takarada","2018-08-29 09:58:07",0.79206,16,"imskmsmc,tkrdmshr0127"
1690,1698051,RajatAgarwal,"2018-08-19 07:18:31",0.79205,8,rajat94
1691,1698703,RiHo,"2018-08-29 01:15:24",0.79205,30,hrtkht
1692,1885610,xmystery,"2018-08-29 06:27:42",0.79205,35,syxuming
1693,1699873,"Isa K","2018-08-29 17:15:09",0.79205,13,isakev
1694,1703890,zxllcy,"2018-07-15 07:08:55",0.79204,43,zxllcy
1695,1716402,"Botond Egri","2018-08-28 04:18:14",0.79204,14,robotka
1696,1863514,weibencheng,"2018-07-24 20:30:06",0.79204,8,benchengwei
1697,1931143,new,"2018-07-29 08:50:31",0.79204,4,dylan24
1698,1710552,"Rennell Garrett","2018-07-22 20:08:41",0.79204,48,rennellgarrett
1699,1699211,"Kernel Credit","2018-08-28 05:37:58",0.79204,95,"datascience2018,indranilbhattacharya"
1700,1827622,t2mretro,"2018-06-29 00:56:12",0.79204,2,t2mretro
1701,2001336,"Raenish David","2018-08-29 17:44:30",0.79204,8,raenish
1702,2013019,usersone,"2018-08-29 10:19:31",0.79204,8,usersone
1703,1945682,Takuumi,"2018-08-29 21:55:35",0.79204,35,takuumi
1704,1813515,tvaranka,"2018-07-27 10:02:55",0.79204,20,tvaranka
1705,1965157,abdelatif,"2018-08-27 15:57:06",0.79204,7,moussaid
1706,1722207,enjoying,"2018-08-29 23:51:57",0.79204,15,huangximing
1707,1822319,"Atlanta Leung","2018-07-18 07:49:33",0.79203,2,tkzcer
1708,1760568,天选之鸡,"2018-07-30 09:47:54",0.79203,26,lilyuan
1709,1707040,"Eric Vos","2018-08-29 18:38:25",0.79203,136,a45632
1710,1922405,Yannan,"2018-08-19 04:27:04",0.79203,1,yannanoo
1711,1889349,"Vasily Ryazanov","2018-08-25 15:31:08",0.79203,4,ryazanoff
1712,1709879,JulieMei,"2018-06-21 04:59:54",0.79203,20,juliemei
1713,1981507,MoreScroes,"2018-08-21 08:54:22",0.79203,8,morescroestest
1714,1770231,"ZhiPeng Zhang","2018-08-06 12:17:09",0.79203,6,willzzp
1715,1834050,sdahjadhasj,"2018-07-09 01:37:24",0.79203,12,jzkay12
1716,1713624,"Patrick Stetz","2018-08-29 21:31:46",0.79203,57,pstetz
1717,1708214,隱姓埋名,"2018-08-24 00:05:02",0.79202,29,chenxin1991
1718,1833023,fujiyuu75,"2018-08-26 12:12:11",0.79202,7,fujiyuu75
1719,1994422,mle,"2018-08-19 18:12:36",0.79202,5,stephenritter
1720,1917985,"Nathan Rouxel","2018-07-25 16:36:14",0.79202,5,nathanrxl
1721,1968194,T_X_M,"2018-08-15 18:31:22",0.79202,5,txm863616037
1722,1766572,Janmejaya,"2018-08-29 04:37:20",0.79202,17,janmejaya
1723,1723199,JamesLogsdon,"2018-07-04 06:46:27",0.79202,38,jplogsdon
1724,2011798,Beacon,"2018-08-27 14:55:56",0.79202,3,beaconz4
1725,1700003,"Michael Pawlus","2018-08-28 05:03:57",0.79202,14,michaelpawlus
1726,1703582,Ren,"2018-08-28 18:44:52",0.79202,16,ryanzhang
1727,1789182,sunmakers,"2018-06-23 06:03:59",0.79202,7,sunmaker
1728,1737027,LCFR,"2018-08-29 19:40:36",0.79202,110,"lucifer19,vmavridisz"
1729,1949558,"César Parra Rojas","2018-08-29 17:28:45",0.79201,28,cparrarojas
1730,1803682,daye,"2018-08-29 05:54:25",0.79201,85,"ericzhangbuaa,turbopeter"
1731,1708016,"Bernd Allmendinger","2018-08-29 05:54:22",0.79201,19,allmendinger
1732,1705550,"Kushneryk Pavel","2018-07-21 11:14:29",0.79201,9,kushneryk
1733,1846595,"John Han","2018-08-28 07:01:11",0.79201,63,zh011476
1734,1935570,Panos,"2018-08-26 21:13:21",0.79200,9,panosc
1735,1798724,chenshi5826,"2018-07-06 07:45:19",0.79200,17,chenshi5826
1736,1831110,"Terpil Yevhen","2018-07-10 20:59:32",0.79200,3,terpiljenya
1737,1771701,Harshit,"2018-08-28 13:28:45",0.79200,21,harshit1395
1738,1788832,Aricent,"2018-08-29 23:07:28",0.79200,24,vasantha
1739,1710284,"Bibin Paul","2018-08-29 14:54:35",0.79199,42,bibinpaul
1740,1707441,Kamila,"2018-08-17 09:07:05",0.79199,27,kamila
1741,1962932,BetaCome,"2018-08-29 16:39:25",0.79199,59,"fanzzz,gganduu,hueykazahaya,qqq369473862,tissyyuan,xyzhao65"
1742,1697761,the1owl,"2018-08-26 18:05:44",0.79199,35,del=121b7398bccb8e5a
1743,1754039,"Jonghyun Lee","2018-06-16 05:36:33",0.79199,8,jonghyunlee17
1744,1758594,"Olivia ","2018-06-16 11:23:54",0.79199,10,yujinn
1745,1703386,kgeorge,"2018-08-13 17:42:34",0.79199,15,kgeorge
1746,1719483,"Nikhil Mudhalwadkar","2018-08-29 13:06:55",0.79198,8,nmud19
1747,1808052,p00temkin,"2018-08-12 09:05:52",0.79198,39,p00temkin
1748,1743182,sumity5468,"2018-07-07 22:20:14",0.79198,23,sumity5468
1749,1845283,VikasSangwan,"2018-08-29 12:28:56",0.79198,10,trekkerthemaker
1750,1701663,smon,"2018-08-07 02:29:28",0.79198,24,sugawara
1751,1831336,tcwang,"2018-08-25 18:44:05",0.79197,32,tcwang0811
1752,1726058,"Richard Yiming Qiu","2018-07-10 01:10:36",0.79197,17,richardcorona
1753,1757992,"Sanjay Agrawal","2018-08-22 15:12:39",0.79197,20,bonga1
1754,1883322,"Jiaming Lu","2018-08-06 14:50:25",0.79197,5,jiamlu
1755,1955389,DiMi,"2018-08-12 12:49:01",0.79197,3,do0815
1756,1732422,"Patrick Miller","2018-08-11 21:09:56",0.79197,1,pcmiller
1757,1699544,Enis&Hüseyin,"2018-08-29 14:37:27",0.79197,131,"hbudak,silverstone1903"
1758,1794254,"Leon Unknown","2018-08-23 09:47:17",0.79197,31,leonunknown
1759,1747553,"Shiyuan Guo","2018-08-14 02:37:58",0.79197,5,sguo35
1760,1753541,"Oleg Piven","2018-08-29 03:35:24",0.79197,32,olegpiven
1761,1723286,"Victor Zhao","2018-08-28 06:54:12",0.79197,23,victorhz
1762,1713569,Mekaveli.,"2018-08-22 06:41:13",0.79197,64,icemekaveli
1763,1773452,kohry,"2018-08-29 15:19:47",0.79197,15,ryyghfjk89
1764,1938000,xiaobaitudadada,"2018-08-27 02:23:21",0.79197,24,"bayes17214544,liaosuccess,xfsysu,xiaovxianyu"
1765,1709363,"Rob Wishart","2018-08-29 17:28:02",0.79197,55,robwishart
1766,2010228,Bros,"2018-08-29 17:14:37",0.79197,17,"rahulj05,rj1993"
1767,1964822,Fail_greatly,"2018-08-26 20:46:30",0.79197,25,mechallenge
1768,1698533,soner,"2018-08-21 08:59:14",0.79197,56,sonercan
1769,1990359,"Michael Diskin","2018-08-29 23:47:37",0.79197,13,yhn112
1770,1904696,"Bear lover","2018-07-29 22:47:37",0.79197,8,"jacobxieyuan,wangyiqi7"
1771,1757396,YZMMZ26,"2018-06-24 11:39:58",0.79196,27,yzmmz26
1772,1919977,打爆你个7头,"2018-08-13 02:28:06",0.79196,39,beauty
1773,1805457,"Fredrik Jonsson","2018-08-26 18:19:04",0.79196,36,frjo0083
1774,1892245,"Rahul Vaghela","2018-08-29 23:57:43",0.79196,33,vaghelarahul94
1775,1772298,"Neo Zhao","2018-08-05 09:32:53",0.79196,27,laplaceplanet
1776,1970834,qingyuchen,"2018-08-29 11:15:47",0.79196,38,qingyuchen
1777,1705855,tofu,"2018-06-29 18:55:39",0.79195,27,atokishi
1778,1703887,"Tristan Delforge","2018-06-19 14:12:29",0.79195,28,"gvicme,poissonivy,tdelforge"
1779,1707215,"do better","2018-06-24 10:18:57",0.79195,14,"christopher123,glenzb,hill777,lixiangpan,seireiecho"
1780,1919802,tan,"2018-07-31 05:29:46",0.79195,25,zhangdanning
1781,1755996,sgron,"2018-06-29 19:26:30",0.79195,8,sgron1
1782,1739831,Isadora,"2018-07-05 08:01:57",0.79194,12,isaharada
1783,1925193,Yasar,"2018-08-29 20:07:59",0.79194,21,yasarc4
1784,1988844,markson14,"2018-08-15 05:35:57",0.79194,5,markson14
1785,1980061,"Fit Predict","2018-08-29 22:12:16",0.79194,57,"ekolodin,eueevnn"
1786,1812926,gewozhenneng,"2018-07-15 06:36:09",0.79193,11,nervermore
1787,1828157,"Jiwei Liu","2018-08-22 16:25:22",0.79193,18,jiweiliu
1788,1788407,Danielll,"2018-06-17 14:45:34",0.79193,4,danielll
1789,1711422,"SeongHun Jeong","2018-08-22 14:34:20",0.79193,83,sunghun
1790,1869500,Masa,"2018-08-28 12:54:22",0.79193,75,japanmasa
1791,1717388,PannaLalPatodia,"2018-07-03 18:38:05",0.79193,28,pannalal
1792,1781920,zhaoying5120,"2018-08-19 12:56:50",0.79193,26,"potatoto,wangnaiyu,zhaoying5120"
1793,1736630,"Maksim Rodin","2018-06-28 20:00:11",0.79192,33,bi0max
1794,1782001,Ahbon,"2018-08-23 15:21:17",0.79192,4,ahbon888
1795,1804582,jmfnku,"2018-06-24 12:04:06",0.79192,9,nkujmf
1796,1822316,Huang,"2018-06-30 01:18:51",0.79192,7,inkdyehuang
1797,1770676,shiguyuanjiu123,"2018-07-11 01:23:28",0.79191,26,shiguyuanjiu123
1798,1963976,constannnnnt,"2018-08-07 14:37:35",0.79191,5,constannnnnt
1799,1753969,Henry,"2018-07-20 02:10:43",0.79191,17,henry12
1800,1706735,"Bowen He","2018-08-17 00:46:49",0.79191,8,bowenhe111
1801,1870745,wxs123,"2018-08-27 06:17:00",0.79191,26,wxs123
1802,1764051,ice_americano,"2018-06-16 02:19:15",0.79191,27,"kduai12,skylic"
1803,1702421,Pepan,"2018-08-26 10:49:45",0.79191,5,vipito
1804,1869701,pinomic,"2018-08-27 15:24:46",0.79190,32,"del=b9ca10f7fdfdd387,mahshidasad,sarafshar"
1805,1791062,"Kaggle warriors","2018-08-03 16:55:43",0.79190,11,"kuldeep7688,mukeshiitr"
1806,1947839,"Big Cat","2018-08-28 04:44:49",0.79190,3,"conglei123,nicolekaka,toastcheng,weihe001,yaoyao819"
1807,1699184,"Mario Filho","2018-08-27 18:35:00",0.79189,2,mariofilho
1808,1698199,"[Deleted] b0be290d-2429-4fb4-8545-371791a5364a","2018-08-29 22:15:16",0.79189,24,del=1592d4103bb160d3
1809,1768263,Čeduljko,"2018-08-22 12:29:02",0.79189,1,milivojevic
1810,2009383,"The Default Team","2018-08-29 23:44:51",0.79189,24,"aquaplane,jingxu57"
1811,1843472,哈哈哈哈哈哈,"2018-08-29 18:09:48",0.79189,20,"mark0428,urmysun"
1812,1697587,yvan,"2018-08-16 00:21:31",0.79189,29,yvanscher
1813,1919268,[Deleted],"2018-08-19 15:47:36",0.79188,5,del=8b9382045a3b4a3c
1814,1719980,mafeifei,"2018-08-29 23:53:43",0.79188,17,m1843712
1815,1711416,"Sixiang Hu","2018-08-29 21:20:45",0.79188,7,sixianghu
1816,1746536,"Boy Next Door","2018-07-28 00:27:49",0.79188,8,"del=89e12c8f69a1aaad,hamsik"
1817,1706310,Shogo,"2018-08-26 09:10:13",0.79188,14,shogonagano
1818,1976283,dastoja,"2018-08-29 21:35:57",0.79188,35,dastoja
1819,1697920,DataGeek,"2018-08-25 22:37:51",0.79188,58,thakurrajanand
1820,1997249,"Rita F.","2018-08-29 22:32:03",0.79187,17,ruifeng952
1821,1761411,Final,"2018-08-29 08:52:30",0.79187,4,finalxushu
1822,1837937,"Bassim Eledath","2018-07-21 05:48:14",0.79187,46,bassimeledath
1823,1710201,"Johnny Liu & Léon","2018-07-09 10:46:33",0.79187,20,liuhdsgoal
1824,1749676,"Sergey Lebedev","2018-08-28 11:33:21",0.79187,11,sergeylebedev
1825,1740711,"Zhu Zhengye","2018-07-24 08:19:32",0.79187,88,zzy990106
1826,1833220,"Yu Nan","2018-07-28 23:45:32",0.79187,14,"betazha,nanyu648"
1827,1804649,syy0826,"2018-06-24 12:04:16",0.79186,12,syy0826
1828,1717660,"JUST WANT TO SUBMIT","2018-08-29 19:03:15",0.79186,2,elhamdaouiabdelmajid
1829,1813871,Omote,"2018-08-26 03:33:50",0.79186,10,"paulxll,takuge,yanzhuang"
1830,1785141,crazyhatter,"2018-07-04 23:13:51",0.79186,12,crazyhatter
1831,1958994,Starter,"2018-08-28 14:38:41",0.79186,3,chenjay94
1832,1903423,TylerBlume,"2018-07-24 02:31:43",0.79186,10,tblume
1833,1836798,"Bruno G. do Amaral","2018-08-04 13:54:00",0.79186,14,bguberfain
1834,1725084,"[Deleted] 438ad696-9a99-4a3e-b743-df446ee1560d","2018-08-29 10:10:18",0.79185,16,del=ae571eaac89e9d5e
1835,1973382,"Ankur Singh","2018-08-27 17:22:34",0.79185,6,ankur310794
1836,1717101,"Amit Gupte","2018-08-29 00:41:33",0.79185,39,amitgupte93
1837,1903164,CaliSwag18,"2018-08-27 23:47:37",0.79185,7,mevanoff24
1838,1867445,YALICKJ,"2018-08-28 01:50:56",0.79185,6,yalickj
1839,1877070,"Zaur Fataliyev","2018-08-29 01:00:32",0.79185,15,fvzaur
1840,1773010,Phoenix,"2018-08-28 02:55:08",0.79185,49,"nitinsurya,summyfeb12"
1841,1700978,GaneshN,"2018-08-28 03:59:32",0.79185,17,ganeshn88
1842,1986672,Frankbaul,"2018-08-28 07:58:08",0.79185,11,frankbaul
1843,1781141,"Pavlo Kuratnyk","2018-08-29 13:22:28",0.79185,12,pavlokuratnyk
1844,1717052,gokkulnath,"2018-08-28 14:59:46",0.79185,5,gokkulnath
1845,1722077,jyothish,"2018-08-28 18:19:29",0.79185,6,jyothish
1846,1777367,dragonFruit,"2018-06-27 15:24:49",0.79185,9,jatermelon
1847,1723449,fenlanks,"2018-08-23 11:02:51",0.79185,12,fenlanks
1848,1787418,qsjones,"2018-08-23 03:20:18",0.79184,1,qsjones
1849,1709225,"Chris Halfacre","2018-07-21 23:51:04",0.79184,7,chalfacre
1850,1837908,HackerAT,"2018-07-20 11:44:30",0.79184,33,yuqizhang
1851,1918916,youyang,"2018-08-24 02:08:42",0.79184,55,user259581
1852,2006481,jtchen,"2018-08-29 21:48:54",0.79184,16,jtchen
1853,1707459,Tang,"2018-07-27 16:42:02",0.79184,28,isabellatang
1854,1800299,Alex.A,"2018-08-23 15:15:37",0.79184,3,alexaalex
1855,1998348,liudy,"2018-08-18 04:32:00",0.79184,1,liudya
1856,1781382,ueonofei,"2018-07-26 06:42:37",0.79184,10,ueonofei
1857,1859369,"Javier Galvis","2018-07-25 14:14:42",0.79184,51,javiergalvis
1858,1712003,"Jim Thirdbaugh","2018-08-28 14:25:22",0.79184,54,rocelot
1859,1715329,boyce,"2018-07-23 11:41:46",0.79184,44,chenjunbiao
1860,1787332,LinHaoye,"2018-07-03 13:26:10",0.79184,2,linhaoye
1861,1841681,Datadoume,"2018-08-08 09:37:00",0.79184,2,rdoume
1862,1707952,"social outcast","2018-07-04 05:46:04",0.79184,44,vladimirmerkulov
1863,1810779,"Davide Meloni","2018-07-10 20:05:50",0.79184,20,dmeloni
1864,1830602,"brigitte maillere","2018-07-03 23:03:37",0.79184,10,brigittemaillere
1865,1795844,"Andrew Link","2018-07-03 20:14:40",0.79184,6,link517
1866,1717907,mster,"2018-08-22 02:34:20",0.79184,4,juezhanangle
1867,1763520,"Yadir Lakehal","2018-07-03 16:40:05",0.79184,4,yl3435
1868,1765307,"Ashish Gupta","2018-07-31 13:57:38",0.79184,9,roydatascience
1869,1758869,LauraM,"2018-07-03 20:48:38",0.79184,8,lauramanolache
1870,1738404,SJD1882,"2018-07-21 23:37:04",0.79184,3,sjd1882
1871,1784765,gidman,"2018-07-03 22:25:53",0.79184,15,grinya
1872,1716247,"Daniel Xuan","2018-08-17 07:18:52",0.79184,8,danielxuan
1873,1698584,"Ambareesh Prakash","2018-07-04 04:43:56",0.79184,1,"aerohack,amlanpraharaj"
1874,1699040,"Arnold Kuo","2018-07-31 08:56:54",0.79184,56,chaneloberlin
1875,1793175,.224,"2018-07-04 05:36:36",0.79184,3,hitliulu
1876,1845219,"Random number","2018-07-04 06:23:27",0.79184,1,aniljoishy
1877,1817038,"Tommi Koistinen","2018-07-04 17:25:02",0.79184,3,ttkoistinen
1878,1710266,Karthikeyan,"2018-07-04 08:27:41",0.79184,1,karthikbd
1879,1714004,"Anil Shukla","2018-07-22 06:07:15",0.79184,2,anilsh
1880,1846115,天外飞仙,"2018-07-25 14:53:46",0.79184,2,tianwaifeixian
1881,1802284,psahoo,"2018-07-21 20:47:43",0.79184,9,psahoo
1882,1770090,KelvinZhang,"2018-07-04 10:59:23",0.79184,7,ikelvin
1883,1701750,"Kent Chiu","2018-08-08 14:41:32",0.79184,53,kentchun33333
1884,1797842,xiong2018,"2018-08-25 08:43:24",0.79184,58,"chenbihan,meiyutao,q75751197,xiong2018,xuzhenyu123"
1885,1763023,CarrieForever,"2018-07-26 14:51:33",0.79184,12,carriezbj
1886,1817637,Timothy,"2018-07-04 17:58:55",0.79184,2,timothyyan
1887,1848088,akh64bit,"2018-07-04 19:42:24",0.79184,1,akh64bit
1888,1731943,BlueDME_Team,"2018-08-06 21:20:11",0.79184,19,"kggborahn,mbenkhemis,nourmch,youssefgzgz"
1889,1697559,fangda,"2018-07-21 12:06:02",0.79184,2,fangda
1890,1840273,fregean,"2018-08-04 05:19:55",0.79184,4,yottan
1891,1714638,[Deleted],"2018-07-05 04:56:46",0.79184,5,del=f8274374dd1f0ff1
1892,1710800,[Deleted],"2018-07-05 07:34:12",0.79184,4,del=fa6e7f81933c1ea4
1893,1811422,京北村圣,"2018-08-27 03:39:44",0.79184,11,"kasual414,yuanenpeng"
1894,1761743,B,"2018-07-05 09:02:11",0.79184,12,bharathsivaraman
1895,1847511,ohmwizz,"2018-08-10 14:23:05",0.79184,3,ohmwizz
1896,1705482,nunuke,"2018-07-05 11:17:13",0.79184,3,udonda
1897,1850454,"Nora B","2018-07-05 14:01:56",0.79184,2,norabe
1898,1824565,yufeng,"2018-07-05 16:52:10",0.79184,2,guanyousong
1899,1851231,dines_1997,"2018-07-24 14:27:08",0.79184,3,dinuuu
1900,1797516,"Wenyi Tao","2018-07-21 14:40:48",0.79184,2,wesleytao
1901,1757090,Yaodong,"2018-08-23 03:52:01",0.79184,5,xiaoyusmd
1902,1757522,"Qin Shuo","2018-08-02 09:02:25",0.79184,23,whitestar
1903,1747874,hongdudou,"2018-07-06 07:35:20",0.79184,9,"cacarrot,jingcb"
1904,1853727,[Deleted],"2018-07-06 09:11:55",0.79184,1,del=1ff79146e82d018e
1905,1704235,"Ilya Rusin","2018-07-06 10:29:56",0.79184,3,irusin
1906,1757562,Pseudo,"2018-07-09 13:10:58",0.79184,12,pseudo
1907,1761350,drsh1,"2018-07-06 12:51:02",0.79184,3,darshan612
1908,1794485,"Everton Reis","2018-07-19 12:26:46",0.79184,19,evertonrreis
1909,1700667,Tak,"2018-07-24 11:20:11",0.79184,29,del=6f5f9eb8da64c91b
1910,1702369,"林湧森 (Dyson Lin)","2018-07-12 06:17:09",0.79184,30,dysonlin
1911,1705407,rednivrug,"2018-08-28 16:40:49",0.79184,6,rednivrug
1912,1802769,Bazinga,"2018-07-14 21:41:52",0.79184,10,jianing
1913,1804384,googlecn,"2018-07-18 03:13:22",0.79184,8,googlecn
1914,1778160,setuc,"2018-07-15 12:38:48",0.79184,19,setuch
1915,1702848,mistrzuniu1,"2018-07-21 22:51:03",0.79184,10,mistrzuniu1
1916,1760086,"Akshay ","2018-07-08 22:05:09",0.79184,3,akshaykumariitg
1917,1697644,锦瑟,"2018-07-09 01:33:26",0.79184,1,amazing2017
1918,1756445,xie_123,"2018-07-09 01:43:49",0.79184,21,sanity123
1919,1789270,deep_learning_w,"2018-07-25 03:27:41",0.79184,5,wang4959520
1920,1733206,"geo mac","2018-08-01 06:43:12",0.79184,5,coinlab
1921,1726495,KrisztianSz,"2018-07-25 21:24:53",0.79184,7,szmnkrisz97
1922,1699610,Leigh,"2018-07-09 13:25:47",0.79184,15,leightw
1923,1863157,PranY,"2018-07-28 10:01:47",0.79184,7,pranjalyadav
1924,1724135,"Too Big to Fail","2018-08-05 20:55:07",0.79184,5,"annaychoi,hattabnw,spencerhhayes"
1925,1834413,"Antara ","2018-07-16 22:13:54",0.79184,10,antara
1926,1808757,robotoverlord,"2018-08-22 02:10:08",0.79184,5,robotoverlord
1927,1865257,"Franck My","2018-08-27 07:47:55",0.79184,2,jsh127
1928,1716275,See--,"2018-07-10 20:46:24",0.79184,11,seesee
1929,1867084,uchihasean,"2018-07-10 21:30:53",0.79184,1,uchihasean
1930,1771547,"Craig Nordham","2018-07-19 12:23:04",0.79184,20,waffles
1931,1770224,Glenn,"2018-07-16 03:44:18",0.79184,8,glenn223
1932,1837053,zzz333,"2018-07-17 11:15:51",0.79184,31,zzz333
1933,1804114,Battleman,"2018-07-24 08:23:26",0.79184,3,wxwang0104
1934,1858534,zhaofengbo,"2018-07-12 07:22:27",0.79184,2,zhaofengbo
1935,1871825,"Jerry Chong","2018-07-12 09:01:38",0.79184,1,jerrychong
1936,1766083,"altman ","2018-07-13 02:48:09",0.79184,24,killer1930a
1937,1698185,tarun,"2018-08-22 12:04:55",0.79184,8,tarunad
1938,1804426,defaulters,"2018-07-18 06:56:31",0.79184,4,"ashishkumar,sivajid"
1939,1875625,d4t4v1z,"2018-07-15 13:24:43",0.79184,3,d4t4v1z
1940,1697916,sban,"2018-08-27 13:48:30",0.79184,26,shivamb
1941,1709194,abhicandoit,"2018-07-14 06:33:24",0.79184,2,abhicandoit
1942,1803818,PavanKotha,"2018-07-14 08:08:22",0.79184,2,pavankotha
1943,1783292,BurekTeam,"2018-07-14 14:50:42",0.79184,9,"casio991,wildcode"
1944,1704104,BNS,"2018-07-26 08:28:29",0.79184,12,"alfredbowenfeng,nkkkkk,shawnlzc"
1945,1825738,KYKong,"2018-08-24 02:57:17",0.79184,36,kykong
1946,1734553,xiezhongzhao,"2018-07-16 07:01:58",0.79184,3,xiezhongzhao
1947,1713984,"Rupesh Wadibhasme","2018-07-16 18:23:10",0.79184,2,rupeshwadibhasme
1948,1719907,"Xiangzhong Luo","2018-07-17 05:06:45",0.79184,11,"jinooww,xiangzhongluo"
1949,1802157,"Anton Potapchuk","2018-07-19 17:14:15",0.79184,7,antonpotapchuk
1950,1704138,cosmojo,"2018-07-18 04:34:40",0.79184,2,cosmojo
1951,1890879,"Kristin M","2018-07-18 21:24:52",0.79184,1,kmeier92
1952,1812821,"Lalit B","2018-07-18 22:10:33",0.79184,1,blsandeep93
1953,1703700,Wing,"2018-08-17 11:17:55",0.79184,11,wsang01
1954,1714815,"Christina Wei","2018-07-19 08:34:25",0.79184,2,christinawei05
1955,1888477,AnalystBrain,"2018-07-21 15:04:34",0.79184,8,gaorongchao
1956,1885682,"Yuzie Yu","2018-07-20 06:18:24",0.79184,2,yuyugrin
1957,1831780,"Ahmad Muhammad","2018-07-20 06:55:03",0.79184,1,themuhammadahmad
1958,1815778,dautovri,"2018-07-26 03:45:34",0.79184,2,dautovri
1959,1901415,KunBai,"2018-07-21 08:46:44",0.79184,1,byyyyy
1960,1745628,qi酱,"2018-07-21 10:55:36",0.79184,1,wangqiqi
1961,1902655,"Daria Kharlan","2018-07-22 18:22:35",0.79184,3,dariakharlan
1962,1718671,"Pavel Gelevera","2018-07-22 12:52:39",0.79184,7,wechnik
1963,1861639,qinbao0401,"2018-08-03 14:34:32",0.79184,20,qinbao0401
1964,1850012,"Vyacheslav Reshetnikov","2018-08-28 06:45:36",0.79184,6,vyacheslavr
1965,1708547,MX,"2018-08-20 23:42:06",0.79184,79,xu4426912
1966,1768914,mhdfr,"2018-07-26 12:25:20",0.79184,8,matheushdfr
1967,1913941,pascal1129,"2018-07-26 13:10:05",0.79184,5,pascal1129
1968,1727314,"Adish Jain","2018-08-26 10:06:16",0.79184,10,adish333
1969,1705127,"J.W. Jhuang","2018-07-28 06:28:11",0.79184,4,ohmygirl386
1970,1789322,bbdnx,"2018-07-28 16:30:34",0.79184,6,bbdnx0820
1971,1701872,"ASHUTOSH KUMAR","2018-08-27 21:50:51",0.79184,32,ashukr
1972,1743245,SCP-055,"2018-08-09 01:57:12",0.79184,5,kesterz
1973,1703664,pkugoodspeed,"2018-07-30 07:48:53",0.79184,2,pkugoodspeed
1974,1808614,"EY Risk team","2018-08-05 21:25:05",0.79184,21,"suzukizh,thibautbarillot"
1975,1813650,"Yuji Teshima","2018-07-31 13:42:21",0.79184,4,yujiteshima0812
1976,1700958,"Leonardo Ferreira ","2018-07-31 14:58:36",0.79184,3,kabure
1977,1895005,Brad,"2018-08-09 21:34:12",0.79184,19,pradeepkrishnan
1978,1707358,"abnormal distribution","2018-08-02 09:44:02",0.79184,17,"somajb,tushagup99"
1979,1724980,agsds,"2018-08-08 04:31:46",0.79184,29,"gopinathmoorthi,vigneshwart"
1980,1948169,lyrichu,"2018-08-02 10:02:38",0.79184,1,lyrichu
1981,1867723,"Yumeng Yin","2018-08-03 06:17:05",0.79184,3,yumeng
1982,1919985,victor25,"2018-08-20 13:02:38",0.79184,19,longlinxiaochun
1983,1951849,高加西2015,"2018-08-28 18:14:45",0.79184,2,gaojiaxi
1984,1830466,Jagan,"2018-08-28 06:42:46",0.79184,2,jagangupta
1985,1920637,"Arun Rajendran","2018-08-06 06:54:05",0.79184,9,arun1995
1986,1808650,Kokonut,"2018-08-06 14:33:19",0.79184,3,kokonut
1987,1716075,NMSL.WSND,"2018-08-14 04:55:44",0.79184,8,superds
1988,1740925,"Yoshiyuki Ito","2018-08-10 06:13:13",0.79184,1,yoshiyukiito
1989,1887478,"Bayo Adekanmbi","2018-08-13 14:31:55",0.79184,1,bayoadekanmbi
